ID;marca1;marca2;IDMARCA;Carro;IDMARCA;Moto;;;;;
;;;123;PT125;;;;;;;
;;;123;EXPRESS;;;;;;;
;;;123;VOYAGER EXPRESSO;;;;;;;
;;;123;NEON;;;;;;;
;;;123;LASER;;;;;;;
;;;123;CARAVELLE;;;;;;;
;;;123;STATION WAGON;;;;;;;
;;;123;MODEL Q;;;;;;;
;;;123;MODEL P6;;;;;;;
;;;31;DB9 COUPE;;;;;;;
;;;31;DB9 VOLANTE;;;;;;;
;;;31;VIRAGE COUPE;;;;;;;
;;;31;RAPIDE S;;;;;;;
;;;31;V12 VANTAGE;;;;;;;
;;;31;V8 VANTAGE COUPE;;;;;;;
;;;31;V8 VANTAGE ROADSTER;;;;;;;
;;;31;V8 VANTAGE S COUPE;;;;;;;
;;;31;V8 VANTAGE S ROADSTER;;;;;;;
;;;31;VANQUISH COUPE;;;;;;;
;;;31;VANQUISH VOLANTE;;;;;;;
;;;31;V12 ZAGATO;;;;;;;
;;;31;DB5;;;;;;;
;;;31;DBS;;;;;;;
;;;31;DBS VOLANTE;;;;;;;
;;;31;CYGNET;;;;;;;
;;;31;ONE-77;;;;;;;
;;;31;DBR9;;;;;;;
;;;36;M3;;;;;;;
;;;36;M5;;;;;;;
;;;36;M6;;;;;;;
;;;36;X6 M;;;;;;;
;;;113;CABRIO;;;;;;;
;;;113;COUPE;;;;;;;
;;;113;ROADSTER;;;;;;;
;;;113;COUNTRYMAN;;;;;;;
;;;113;PACEMAN;;;;;;;
;;;113;JOHN COOPER WORKS;;;;;;;
;;;122;ZONDA;;;;;;;
;;;8;NEW XV;;;;;;;
;;;8;IMPREZA WRX HATCH;;;;;;;
;;;8;IMPREZA WRX STI HATCH;;;;;;;
;;;8;IMPREZA WRX STI SEDAN;;;;;;;
;;;8;IMPREZA WRX SEDAN;;;;;;;
;;;23;ETIOS CROSS;;;;;;;
;;;12;HURACAN;;;;;;;
;;;2;UP;;;;;;;
;;;195;EXPLORER;;;;;;;
;;;142;FORTWO CABRIO;;;;;;;
;;;26;GT;;;;;;;
;;;26;GTL;;;;;;;
;;;26;GTM;;;;;;;
;;;26;C2;;;;;;;
;;;26;CRX;;;;;;;
;;;26;AC 2000;;;;;;;
;;;99;AVIATOR;;;;;;;
;;;99;BLACKWOOD;;;;;;;
;;;99;CAPRI;;;;;;;
;;;99;CONTINENTAL;;;;;;;
;;;99;LS;;;;;;;
;;;99;MARK;;;;;;;
;;;99;MARK LT;;;;;;;
;;;99;MKR;;;;;;;
;;;99;MKS;;;;;;;
;;;99;MKX;;;;;;;
;;;99;MKZ;;;;;;;
;;;99;NAVIGATOR;;;;;;;
;;;99;PREMIERE;;;;;;;
;;;99;TOWN CAR;;;;;;;
;;;99;VERSAILLES;;;;;;;
;;;99;ZEPHYR;;;;;;;
;;;1;CLASSIC;;;;;;;
;;;21;ACTYON;;;;;;;
;;;1;MARAJO;;;;;;;
;;;1;SUPREMA;;;;;;;
;;;2;NEW BEETLE;;;;;;;
;;;2;QUANTUM;;;;;;;
;;;2;CROSSFOX;;;;;;;
;;;3;MILLE;;;;;;;
;;;534;GC2;;;;;;;
;;;534;EC7;;;;;;;
;;;98;530;;;;;;;
;;;3;MOBI;;;;;;;
;;;3;TORO;;;;;;;
;;;87;RENEGADE;;;;;;;
;;;24;DUSTER OROCH;;;;;;;
;;;24;SANDERO RS;;;;;;;
;;;14;HB20R;;;;;;;
;;;14;GRAND SANTA FE;;;;;;;
;;;2;GOLF VARIANT;;;;;;;
;;;2;SPACE CROSS;;;;;;;
;;;22;2008;;;;;;;
;;;16;QUORIS;;;;;;;
;;;16;GRAND CARNIVAL;;;;;;;
;;;15;T8;;;;;;;
;;;15;T6;;;;;;;
;;;15;T5;;;;;;;
;;;13;KA SEDAN;;;;;;;
;;;13;FOCUS FASTBACK;;;;;;;
